GAME_DATE_EST,GAME_ID,TEAM_ABBREVIATION,PTS,H
2011-02-04T00:00:00,21000738,LAC,100,A
2011-02-04T00:00:00,21000739,DET,92,H
2011-02-04T00:00:00,21000739,NJN,82,A
2011-02-04T00:00:00,21000740,BOS,97,H
2011-02-04T00:00:00,21000740,DAL,101,A
2011-02-04T00:00:00,21000741,MEM,112,H
2011-02-04T00:00:00,21000741,CLE,105,A
2011-02-04T00:00:00,21000742,PHX,107,H
2011-02-04T00:00:00,21000742,OKC,111,A
2011-02-04T00:00:00,21000743,SAC,100,H
2011-02-04T00:00:00,21000743,SAS,113,A
2011-02-04T00:00:00,21000744,DEN,106,H
2011-02-04T00:00:00,21000744,UTA,113,A
2011-02-05T00:00:00,21000745,CHA,92,H
2011-02-05T00:00:00,21000745,DAL,101,A
2011-02-05T00:00:00,21000746,WAS,92,H
2011-02-05T00:00:00,21000746,ATL,99,A
2011-02-05T00:00:00,21000747,CLE,105,H
2011-02-05T00:00:00,21000747,POR,111,A
2011-02-05T00:00:00,21000748,NOH,95,H
2011-02-05T00:00:00,21000748,LAL,101,A
2011-02-05T00:00:00,21000749,HOU,95,H
2011-02-05T00:00:00,21000749,MEM,93,A
2011-02-05T00:00:00,21000750,MIL,78,H
2011-02-05T00:00:00,21000750,DET,89,A
2011-02-05T00:00:00,21000751,MIN,100,H
2011-02-05T00:00:00,21000751,DEN,113,A
2011-02-05T00:00:00,21000752,UTA,105,H
2011-02-05T00:00:00,21000752,OKC,121,A
2011-02-05T00:00:00,21000753,GSW,101,H
2011-02-05T00:00:00,21000753,CHI,90,A
2011-02-06T00:00:00,21000754,MIA,97,H
2011-02-06T00:00:00,21000754,LAC,79,A
2011-02-06T00:00:00,21000755,NJN,86,H
2011-02-06T00:00:00,21000755,IND,105,A
2011-02-06T00:00:00,21000756,NYK,117,H
2011-02-06T00:00:00,21000756,PHI,103,A
2011-02-06T00:00:00,21000757,BOS,91,H
2011-02-06T00:00:00,21000757,ORL,80,A
2011-02-07T00:00:00,21000758,CHA,94,H
2011-02-07T00:00:00,21000758,BOS,89,A
2011-02-07T00:00:00,21000759,MEM,84,H
2011-02-07T00:00:00,21000759,LAL,93,A
2011-02-07T00:00:00,21000760,NOH,92,H
2011-02-07T00:00:00,21000760,MIN,104,A
2011-02-07T00:00:00,21000761,DAL,99,H
2011-02-07T00:00:00,21000761,CLE,96,A
2011-02-07T00:00:00,21000762,DEN,103,H
2011-02-07T00:00:00,21000762,HOU,108,A
2011-02-07T00:00:00,21000763,POR,109,H
2011-02-07T00:00:00,21000763,CHI,103,A
2011-02-07T00:00:00,21000764,SAC,104,H
2011-02-07T00:00:00,21000764,UTA,107,A
2011-02-07T00:00:00,21000765,GSW,92,H
2011-02-07T00:00:00,21000765,PHX,104,A
2011-02-08T00:00:00,21000766,ATL,83,H
2011-02-08T00:00:00,21000766,PHI,117,A
2011-02-08T00:00:00,21000767,ORL,101,H
2011-02-08T00:00:00,21000767,LAC,85,A
2011-02-08T00:00:00,21000768,DET,89,H
2011-02-08T00:00:00,21000768,SAS,100,A
2011-02-08T00:00:00,21000769,MIA,117,H
2011-02-08T00:00:00,21000769,IND,112,A
2011-02-08T00:00:00,21000770,MIL,92,H
2011-02-08T00:00:00,21000770,TOR,74,A
2011-02-08T00:00:00,21000771,OKC,101,H
2011-02-08T00:00:00,21000771,MEM,105,A
2011-02-08T00:00:00,21000772,HOU,108,H
2011-02-08T00:00:00,21000772,MIN,112,A
2011-02-09T00:00:00,21000773,CLE,94,H
2011-02-09T00:00:00,21000773,DET,103,A
2011-02-09T00:00:00,21000774,IND,104,H
2011-02-09T00:00:00,21000774,CHA,103,A
2011-02-09T00:00:00,21000775,NJN,103,H
2011-02-09T00:00:00,21000775,NOH,101,A
2011-02-09T00:00:00,21000776,PHI,95,H
2011-02-09T00:00:00,21000776,ORL,99,A
2011-02-09T00:00:00,21000777,TOR,100,H
2011-02-09T00:00:00,21000777,SAS,111,A
2011-02-09T00:00:00,21000778,WAS,100,H
2011-02-09T00:00:00,21000778,MIL,85,A
2011-02-09T00:00:00,21000779,NYK,108,H
2011-02-09T00:00:00,21000779,LAC,116,A
2011-02-09T00:00:00,21000780,UTA,86,H
2011-02-09T00:00:00,21000780,CHI,91,A
2011-02-09T00:00:00,21000781,SAC,100,H
2011-02-09T00:00:00,21000781,DAL,102,A
2011-02-09T00:00:00,21000782,GSW,116,H
2011-02-09T00:00:00,21000782,DEN,114,A
2011-02-10T00:00:00,21000783,BOS,86,H
2011-02-10T00:00:00,21000783,LAL,92,A
2011-02-10T00:00:00,21000784,PHX,112,H
2011-02-10T00:00:00,21000784,GSW,88,A
2011-02-10T00:00:00,21000785,DEN,121,H
2011-02-10T00:00:00,21000785,DAL,120,A
2011-02-11T00:00:00,21000786,CHA,89,H
2011-02-11T00:00:00,21000786,NJN,94,A
2011-02-11T00:00:00,21000787,IND,116,H
2011-02-11T00:00:00,21000787,MIN,105,A
2011-02-11T00:00:00,21000788,ORL,93,H
2011-02-11T00:00:00,21000788,NOH,99,A
2011-02-11T00:00:00,21000789,PHI,77,H
2011-02-11T00:00:00,21000789,SAS,71,A
2011-02-11T00:00:00,21000790,TOR,96,H
2011-02-11T00:00:00,21000790,POR,102,A
2011-02-11T00:00:00,21000791,CLE,126,H
2011-02-11T00:00:00,21000791,LAC,119,A
2011-02-11T00:00:00,21000792,DET,92,H
2011-02-11T00:00:00,21000792,MIA,106,A
2011-02-11T00:00:00,21000793,NYK,96,H
2011-02-11T00:00:00,21000793,LAL,113,A
2011-02-11T00:00:00,21000794,MEM,89,H
2011-02-11T00:00:00,21000794,MIL,86,A
2011-02-11T00:00:00,21000795,UTA,83,H
2011-02-11T00:00:00,21000795,PHX,95,A
2011-02-12T00:00:00,21000796,ATL,86,H
2011-02-12T00:00:00,21000796,CHA,88,A
2011-02-12T00:00:00,21000797,NJN,95,H
2011-02-12T00:00:00,21000797,NYK,105,A
2011-02-12T00:00:00,21000798,WAS,94,H
2011-02-12T00:00:00,21000798,SAS,118,A
2011-02-12T00:00:00,21000799,MIN,87,H
2011-02-12T00:00:00,21000799,PHI,107,A
2011-02-12T00:00:00,21000800,NOH,88,H
2011-02-12T00:00:00,21000800,CHI,97,A
2011-02-12T00:00:00,21000801,HOU,102,H
2011-02-12T00:00:00,21000801,DAL,106,A
2011-02-12T00:00:00,21000802,MIL,97,H
2011-02-12T00:00:00,21000802,IND,103,A
2011-02-12T00:00:00,21000803,SAC,97,H
2011-02-12T00:00:00,21000803,OKC,99,A
2011-02-13T00:00:00,21000804,BOS,85,H
2011-02-13T00:00:00,21000804,MIA,82,A
2011-02-13T00:00:00,21000805,ORL,89,H
2011-02-13T00:00:00,21000805,LAL,75,A
2011-02-13T00:00:00,21000806,CLE,100,H
2011-02-13T00:00:00,21000806,WAS,115,A
2011-02-13T00:00:00,21000807,DET,100,H
2011-02-13T00:00:00,21000807,POR,105,A
2011-02-13T00:00:00,21000808,TOR,98,H
2011-02-13T00:00:00,21000808,LAC,93,A
2011-02-13T00:00:00,21000809,MEM,116,H
2011-02-13T00:00:00,21000809,DEN,108,A
2011-02-13T00:00:00,21000810,PHX,108,H
2011-02-13T00:00:00,21000810,SAC,113,A
2011-02-13T00:00:00,21000811,GSW,100,H
2011-02-13T00:00:00,21000811,OKC,94,A
2011-02-14T00:00:00,21000812,CHA,109,H
2011-02-14T00:00:00,21000812,LAL,89,A
2011-02-14T00:00:00,21000813,NJN,85,H
2011-02-14T00:00:00,21000813,SAS,102,A
2011-02-14T00:00:00,21000814,DET,79,H
2011-02-14T00:00:00,21000814,ATL,94,A
2011-02-14T00:00:00,21000815,MIL,102,H
2011-02-14T00:00:00,21000815,LAC,78,A
2011-02-14T00:00:00,21000816,MIN,81,H
2011-02-14T00:00:00,21000816,POR,95,A
2011-02-14T00:00:00,21000817,HOU,121,H
2011-02-14T00:00:00,21000817,DEN,102,A
2011-02-15T00:00:00,21000818,IND,103,H
2011-02-15T00:00:00,21000818,MIA,110,A
2011-02-15T00:00:00,21000819,CHI,106,H
2011-02-15T00:00:00,21000819,CHA,94,A
2011-02-15T00:00:00,21000820,MEM,102,H
2011-02-15T00:00:00,21000820,PHI,91,A
2011-02-15T00:00:00,21000821,OKC,126,H
2011-02-15T00:00:00,21000821,SAC,96,A
2011-02-15T00:00:00,21000822,PHX,102,H
2011-02-15T00:00:00,21000822,UTA,101,A
2011-02-15T00:00:00,21000823,GSW,102,H
2011-02-15T00:00:00,21000823,NOH,89,A
2011-02-16T00:00:00,21000824,ORL,101,H
2011-02-16T00:00:00,21000824,WAS,76,A
2011-02-16T00:00:00,21000825,TOR,95,H
2011-02-16T00:00:00,21000825,MIA,103,A
2011-02-16T00:00:00,21000826,BOS,94,H
2011-02-16T00:00:00,21000826,NJN,80,A
2011-02-16T00:00:00,21000827,CLE,104,H
2011-02-16T00:00:00,21000827,LAL,99,A
2011-02-16T00:00:00,21000828,DET,115,H
2011-02-16T00:00:00,21000828,IND,109,A
2011-02-16T00:00:00,21000829,NYK,102,H
2011-02-16T00:00:00,21000829,ATL,90,A
2011-02-16T00:00:00,21000830,MIN,90,H
2011-02-16T00:00:00,21000830,LAC,98,A
2011-02-16T00:00:00,21000831,DAL,116,H
2011-02-16T00:00:00,21000831,SAC,100,A
2011-02-16T00:00:00,21000832,HOU,105,H
2011-02-16T00:00:00,21000832,PHI,114,A
2011-02-16T00:00:00,21000833,MIL,87,H
2011-02-16T00:00:00,21000833,DEN,94,A
2011-02-16T00:00:00,21000834,UTA,100,H
2011-02-16T00:00:00,21000834,GSW,107,A
2011-02-16T00:00:00,21000835,POR,103,H
2011-02-16T00:00:00,21000835,NOH,96,A
2011-02-17T00:00:00,21000836,CHI,109,H
2011-02-17T00:00:00,21000836,SAS,99,A
2011-02-17T00:00:00,21000837,PHX,106,H
2011-02-17T00:00:00,21000837,DAL,112,A
2011-02-22T00:00:00,21000838,CHA,114,H
2011-02-22T00:00:00,21000838,TOR,101,A
2011-02-22T00:00:00,21000839,WAS,96,H
2011-02-22T00:00:00,21000839,IND,113,A
2011-02-22T00:00:00,21000840,DET,100,H
2011-02-22T00:00:00,21000840,HOU,108,A
2011-02-22T00:00:00,21000841,MIA,117,H
2011-02-22T00:00:00,21000841,SAC,97,A
2011-02-22T00:00:00,21000842,MIL,94,H
2011-02-22T00:00:00,21000842,MIN,88,A
2011-02-22T00:00:00,21000843,OKC,111,H
2011-02-22T00:00:00,21000843,LAC,88,A
2011-02-22T00:00:00,21000844,DEN,120,H
2011-02-22T00:00:00,21000844,MEM,107,A
2011-02-22T00:00:00,21000845,GSW,93,H
2011-02-22T00:00:00,21000845,BOS,115,A
2011-02-22T00:00:00,21000846,LAL,104,H
2011-02-22T00:00:00,21000846,ATL,80,A
2011-02-23T00:00:00,21000847,CLE,119,H
2011-02-23T00:00:00,21000847,HOU,124,A
2011-02-23T00:00:00,21000848,IND,102,H
2011-02-23T00:00:00,21000848,DET,101,A
2011-02-23T00:00:00,21000849,ORL,105,H
2011-02-23T00:00:00,21000849,SAC,111,A
2011-02-23T00:00:00,21000850,PHI,117,H
2011-02-23T00:00:00,21000850,WAS,94,A
2011-02-23T00:00:00,21000851,TOR,118,H
2011-02-23T00:00:00,21000851,CHI,113,A
2011-02-23T00:00:00,21000852,NYK,114,H
2011-02-23T00:00:00,21000852,MIL,108,A
2011-02-23T00:00:00,21000853,MIN,95,H
2011-02-23T00:00:00,21000853,MEM,104,A
2011-02-23T00:00:00,21000854,NOH,98,H
2011-02-23T00:00:00,21000854,LAC,87,A
2011-02-23T00:00:00,21000855,SAS,109,H
2011-02-23T00:00:00,21000855,OKC,105,A
2011-02-23T00:00:00,21000856,DAL,118,H
2011-02-23T00:00:00,21000856,UTA,99,A
2011-02-23T00:00:00,21000857,PHX,105,H
2011-02-23T00:00:00,21000857,ATL,97,A
2011-02-23T00:00:00,21000858,POR,101,H
2011-02-23T00:00:00,21000858,LAL,106,A
2011-02-24T00:00:00,21000859,CHI,93,H
2011-02-24T00:00:00,21000859,MIA,89,A
2011-02-24T00:00:00,21000860,DEN,89,H
2011-02-24T00:00:00,21000860,BOS,75,A
2011-02-25T00:00:00,21000861,CHA,110,H
2011-02-25T00:00:00,21000861,SAC,98,A
2011-02-25T00:00:00,21000862,IND,84,H
2011-02-25T00:00:00,21000862,UTA,95,A
2011-02-25T00:00:00,21000863,PHI,110,H
2011-02-25T00:00:00,21000863,DET,94,A
2011-02-25T00:00:00,21000864,TOR,92,H
2011-02-25T00:00:00,21000864,PHX,110,A
2011-02-25T00:00:00,21000865,CLE,115,H
2011-02-25T00:00:00,21000865,NYK,109,A
2011-02-25T00:00:00,21000866,MIA,121,H
2011-02-25T00:00:00,21000866,WAS,113,A
2011-02-25T00:00:00,21000867,ORL,111,H
2011-02-25T00:00:00,21000867,OKC,88,A
2011-02-25T00:00:00,21000868,MIN,81,H
2011-02-25T00:00:00,21000868,NOH,95,A
2011-02-25T00:00:00,21000869,SAS,106,H
2011-02-25T00:00:00,21000869,NJN,96,A
2011-02-25T00:00:00,21000870,GSW,79,H
2011-02-25T00:00:00,21000870,ATL,95,A
2011-02-25T00:00:00,21000871,LAL,108,H
2011-02-25T00:00:00,21000871,LAC,95,A
2011-02-25T00:00:00,21000872,POR,107,H
2011-02-25T00:00:00,21000872,DEN,106,A
2011-02-26T00:00:00,21000873,WAS,99,H
2011-02-26T00:00:00,21000873,DAL,105,A
2011-02-26T00:00:00,21000874,DET,120,H
2011-02-26T00:00:00,21000874,UTA,116,A
2011-02-26T00:00:00,21000875,MEM,120,H
2011-02-26T00:00:00,21000875,SAC,92,A
2011-02-26T00:00:00,21000876,HOU,123,H
2011-02-26T00:00:00,21000876,NJN,108,A
2011-02-26T00:00:00,21000877,MIL,75,H
2011-02-26T00:00:00,21000877,CHI,83,A
2011-02-26T00:00:00,21000878,LAC,92,H
2011-02-26T00:00:00,21000878,BOS,99,A
2011-02-27T00:00:00,21000879,IND,108,H
2011-02-27T00:00:00,21000879,PHX,110,A
2011-02-27T00:00:00,21000880,OKC,87,H
2011-02-27T00:00:00,21000880,LAL,90,A
2011-02-27T00:00:00,21000881,CLE,91,H
2011-02-27T00:00:00,21000881,PHI,95,A
2011-02-27T00:00:00,21000882,MIN,126,H
2011-02-27T00:00:00,21000882,GSW,123,A
2011-02-27T00:00:00,21000883,ORL,100,H
2011-02-27T00:00:00,21000883,CHA,86,A
2011-02-27T00:00:00,21000884,TOR,96,H
2011-02-27T00:00:00,21000884,DAL,114,A
2011-02-27T00:00:00,21000885,NOH,89,H
2011-02-27T00:00:00,21000885,HOU,91,A
2011-02-27T00:00:00,21000886,SAS,95,H
2011-02-27T00:00:00,21000886,MEM,88,A
2011-02-27T00:00:00,21000887,MIA,86,H
2011-02-27T00:00:00,21000887,NYK,91,A
2011-02-27T00:00:00,21000888,POR,83,H
2011-02-27T00:00:00,21000888,ATL,90,A
2011-02-28T00:00:00,21000889,NJN,103,H
2011-02-28T00:00:00,21000889,PHX,104,A
2011-02-28T00:00:00,21000890,WAS,77,H
2011-02-28T00:00:00,21000890,CHI,105,A
2011-02-28T00:00:00,21000891,DEN,100,H
2011-02-28T00:00:00,21000891,ATL,90,A
2011-02-28T00:00:00,21000892,UTA,102,H
2011-02-28T00:00:00,21000892,BOS,107,A
2011-02-28T00:00:00,21000893,SAC,105,H
2011-02-28T00:00:00,21000893,LAC,99,A
2011-03-01T00:00:00,21000894,IND,109,H
2011-03-01T00:00:00,21000894,GSW,100,A
2011-03-01T00:00:00,21000895,ORL,116,H
2011-03-01T00:00:00,21000895,NYK,110,A
2011-03-01T00:00:00,21000896,PHI,93,H
2011-03-01T00:00:00,21000896,DAL,101,A
2011-03-01T00:00:00,21000897,TOR,96,H
2011-03-01T00:00:00,21000897,NOH,90,A
2011-03-01T00:00:00,21000898,MEM,109,H
2011-03-01T00:00:00,21000898,SAS,93,A
2011-03-01T00:00:00,21000899,MIL,92,H
2011-03-01T00:00:00,21000899,DET,90,A
2011-03-01T00:00:00,21000900,MIN,79,H
2011-03-01T00:00:00,21000900,LAL,90,A
2011-03-01T00:00:00,21000901,POR,87,H
2011-03-01T00:00:00,21000901,HOU,103,A
2011-03-02T00:00:00,21000902,ATL,83,H
2011-03-02T00:00:00,21000902,CHI,80,A
2011-03-02T00:00:00,21000903,CLE,99,H
2011-03-02T00:00:00,21000903,SAS,109,A
2011-03-02T00:00:00,21000904,WAS,102,H
2011-03-02T00:00:00,21000904,GSW,106,A
2011-03-02T00:00:00,21000905,BOS,115,H
2011-03-02T00:00:00,21000905,PHX,103,A
2011-03-02T00:00:00,21000906,DET,105,H
2011-03-02T00:00:00,21000906,MIN,116,A
2011-03-02T00:00:00,21000907,NYK,107,H
2011-03-02T00:00:00,21000907,NOH,88,A
2011-03-02T00:00:00,21000908,OKC,113,H
2011-03-02T00:00:00,21000908,IND,89,A
2011-03-02T00:00:00,21000909,DEN,120,H
2011-03-02T00:00:00,21000909,CHA,80,A
2011-03-02T00:00:00,21000910,SAC,102,H
2011-03-02T00:00:00,21000910,POR,107,A
2011-03-02T00:00:00,21000911,LAC,106,H
2011-03-02T00:00:00,21000911,HOU,103,A
2011-03-03T00:00:00,21000912,MIA,96,H
2011-03-03T00:00:00,21000912,ORL,99,A
2011-03-03T00:00:00,21000913,UTA,101,H
2011-03-03T00:00:00,21000913,DEN,103,A
2011-03-04T00:00:00,21000914,NJN,116,H
2011-03-04T00:00:00,21000914,TOR,103,A
2011-03-04T00:00:00,21000915,ORL,81,H
2011-03-04T00:00:00,21000915,CHI,89,A
2011-03-04T00:00:00,21000916,PHI,111,H
2011-03-04T00:00:00,21000916,MIN,100,A
2011-03-04T00:00:00,21000917,ATL,104,H
2011-03-04T00:00:00,21000917,OKC,111,A
2011-03-04T00:00:00,21000918,BOS,107,H
2011-03-04T00:00:00,21000918,GSW,103,A
2011-03-04T00:00:00,21000919,NYK,115,H
2011-03-04T00:00:00,21000919,CLE,119,A
2011-03-04T00:00:00,21000920,MEM,91,H
2011-03-04T00:00:00,21000920,NOH,98,A
2011-03-04T00:00:00,21000921,DAL,116,H
2011-03-04T00:00:00,21000921,IND,108,A
2011-03-05T00:00:00,21000925,NJN,137,H
2011-03-05T00:00:00,21000925,TOR,136,A
2011-03-05T00:00:00,21000926,WAS,103,H
2011-03-05T00:00:00,21000926,MIN,96,A
2011-03-05T00:00:00,21000927,HOU,112,H
2011-03-05T00:00:00,21000927,IND,95,A
2011-03-05T00:00:00,21000928,UTA,109,H
2011-03-05T00:00:00,21000928,SAC,102,A
2011-03-05T00:00:00,21000929,POR,93,H
2011-03-05T00:00:00,21000929,CHA,69,A
2011-03-05T00:00:00,21000930,LAC,100,H
2011-03-05T00:00:00,21000930,DEN,94,A
2011-03-06T00:00:00,21000931,MIA,86,H
2011-03-06T00:00:00,21000931,CHI,87,A
2011-03-06T00:00:00,21000932,SAS,83,H
2011-03-06T00:00:00,21000932,LAL,99,A
2011-03-06T00:00:00,21000933,ATL,79,H
2011-03-06T00:00:00,21000933,NYK,92,A
2011-03-06T00:00:00,21000934,DET,113,H
2011-03-06T00:00:00,21000934,WAS,102,A
2011-03-06T00:00:00,21000935,PHI,125,H
2011-03-06T00:00:00,21000935,GSW,117,A
2011-03-06T00:00:00,21000936,CLE,81,H
2011-03-06T00:00:00,21000936,NOH,96,A
2011-03-06T00:00:00,21000937,OKC,122,H
2011-03-06T00:00:00,21000937,PHX,118,A
2011-03-06T00:00:00,21000938,DAL,103,H
2011-03-06T00:00:00,21000938,MEM,104,A
2011-03-06T00:00:00,21000939,MIL,83,H
2011-03-06T00:00:00,21000939,BOS,89,A
2011-03-07T00:00:00,21000940,CHA,87,H
2011-03-07T00:00:00,21000940,LAC,92,A
2011-03-07T00:00:00,21000941,ORL,85,H
2011-03-07T00:00:00,21000941,POR,89,A
2011-03-07T00:00:00,21000942,NYK,131,H
2011-03-07T00:00:00,21000942,UTA,109,A
2011-03-07T00:00:00,21000943,CHI,85,H
2011-03-07T00:00:00,21000943,NOH,77,A
2011-03-07T00:00:00,21000944,MEM,107,H
2011-03-07T00:00:00,21000944,OKC,101,A
2011-03-07T00:00:00,21000945,MIN,105,H
2011-03-07T00:00:00,21000945,DAL,108,A
2011-03-07T00:00:00,21000946,SAC,101,H
2011-03-07T00:00:00,21000946,HOU,123,A
2011-03-08T00:00:00,21000947,ATL,87,H
2011-03-08T00:00:00,21000947,LAL,101,A
2011-03-08T00:00:00,21000948,CLE,85,H
2011-03-08T00:00:00,21000948,GSW,95,A
2011-03-08T00:00:00,21000949,IND,100,H
2011-03-08T00:00:00,21000949,PHI,110,A
2011-03-08T00:00:00,21000950,WAS,76,H
2011-03-08T00:00:00,21000950,MIL,95,A
2011-03-08T00:00:00,21000951,MIA,96,H
2011-03-08T00:00:00,21000951,POR,105,A
2011-03-08T00:00:00,21000952,PHX,113,H
2011-03-08T00:00:00,21000952,HOU,110,A
2011-03-09T00:00:00,21000953,CHA,84,H
2011-03-09T00:00:00,21000953,CHI,101,A
2011-03-09T00:00:00,21000954,NJN,94,H
2011-03-09T00:00:00,21000954,GSW,90,A
2011-03-09T00:00:00,21000955,PHI,105,H
2011-03-09T00:00:00,21000955,OKC,110,A
2011-03-09T00:00:00,21000956,TOR,94,H
2011-03-09T00:00:00,21000956,UTA,96,A
2011-03-09T00:00:00,21000957,BOS,103,H
2011-03-09T00:00:00,21000957,LAC,108,A
2011-03-09T00:00:00,21000958,MEM,108,H
2011-03-09T00:00:00,21000958,NYK,110,A
2011-03-09T00:00:00,21000959,MIL,110,H
2011-03-09T00:00:00,21000959,CLE,90,A
2011-03-09T00:00:00,21000960,MIN,101,H
2011-03-09T00:00:00,21000960,IND,75,A
2011-03-09T00:00:00,21000961,NOH,93,H
2011-03-09T00:00:00,21000961,DAL,92,A
2011-03-09T00:00:00,21000962,SAS,111,H
2011-03-09T00:00:00,21000962,DET,104,A
2011-03-09T00:00:00,21000963,SAC,102,H
2011-03-09T00:00:00,21000963,ORL,106,A
2011-03-10T00:00:00,21000964,MIA,94,H
2011-03-10T00:00:00,21000964,LAL,88,A
2011-03-10T00:00:00,21000965,DAL,127,H
2011-03-10T00:00:00,21000965,NYK,109,A
2011-03-10T00:00:00,21000966,PHX,97,H
2011-03-10T00:00:00,21000966,DEN,116,A
2011-03-11T00:00:00,21000967,CHA,97,H
2011-03-11T00:00:00,21000967,POR,92,A
2011-03-11T00:00:00,21000968,NJN,102,H
2011-03-11T00:00:00,21000968,LAC,98,A
2011-03-11T00:00:00,21000969,PHI,89,H
2011-03-11T00:00:00,21000969,BOS,86,A
2011-03-11T00:00:00,21000970,TOR,108,H
2011-03-11T00:00:00,21000970,IND,98,A
2011-03-11T00:00:00,21000971,CHI,94,H
2011-03-11T00:00:00,21000971,ATL,76,A
2011-03-11T00:00:00,21000972,MIN,122,H
2011-03-11T00:00:00,21000972,UTA,101,A
2011-03-11T00:00:00,21000973,OKC,104,H
2011-03-11T00:00:00,21000973,DET,94,A
2011-03-11T00:00:00,21000974,SAS,108,H
2011-03-11T00:00:00,21000974,SAC,103,A
2011-03-11T00:00:00,21000975,GSW,123,H
2011-03-11T00:00:00,21000975,ORL,120,A
2011-03-12T00:00:00,21000976,MIA,118,H
2011-03-12T00:00:00,21000976,MEM,85,A
2011-03-12T00:00:00,21000977,ATL,91,H
2011-03-12T00:00:00,21000977,POR,82,A
2011-03-12T00:00:00,21000978,WAS,101,H
2011-03-12T00:00:00,21000978,LAC,122,A
2011-03-12T00:00:00,21000979,CHI,118,H
2011-03-12T00:00:00,21000979,UTA,100,A
2011-03-12T00:00:00,21000980,MIL,102,H
2011-03-12T00:00:00,21000980,PHI,74,A
2011-03-12T00:00:00,21000981,NOH,115,H
2011-03-12T00:00:00,21000981,SAC,103,A
2011-03-12T00:00:00,21000982,DAL,91,H
2011-03-12T00:00:00,21000982,LAL,96,A
2011-03-12T00:00:00,21000983,HOU,107,H
2011-03-12T00:00:00,21000983,SAS,115,A
2011-03-12T00:00:00,21000984,DEN,131,H
2011-03-12T00:00:00,21000984,DET,101,A
2011-03-13T00:00:00,21000985,CLE,75,H
2011-03-13T00:00:00,21000985,OKC,95,A
